,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
6800,198.36955,0.76241,-101.46336,-1.06494,228.28699,-120.41646,AI,0.03026,-0.42564,9.97765,0.02387,True,941.11607
6801,198.30987,-0.67879,-94.80060,-1.04837,228.25939,-120.18470,AI,1.89783,0.29094,11.12781,-0.04834,True,944.14907
6802,200.63556,-0.82289,-99.57833,-1.05924,230.56301,-124.33906,Q3,-0.62591,-0.25361,9.47909,2.03611,True,953.38861
6803,200.33289,-0.30105,-98.65544,-1.04306,230.29007,-122.15593,Q3,-2.78391,1.30434,9.90315,0.70099,True,952.33675
6804,199.53072,-0.71863,-99.75696,-1.05384,229.46741,-123.58011,EBIT/Wh,2.51866,-0.29490,8.61400,-0.61229,True,947.77512
6805,200.62975,0.56355,-95.72329,-1.05024,230.56915,-121.40107,Q3,-0.39014,0.47169,11.80030,2.21316,True,955.28713
6806,199.56695,-0.24237,-102.53842,-1.06101,229.49200,-120.26233,EBIT/Wh,0.22800,-0.17039,9.31436,2.20108,True,946.56554
6807,200.14166,0.13137,-105.30835,-1.04876,230.08582,-119.83254,Q3,1.19793,-0.37914,13.01814,2.28893,True,948.05413
6808,200.26323,-0.00426,-103.17206,-1.04374,230.21521,-121.46428,Q3,0.46144,0.59885,6.54302,-1.49185,True,949.73010
6809,200.36228,-0.25804,-103.62624,-1.04395,230.31598,-119.40988,Q3,-0.47286,0.22147,10.95835,4.62406,True,949.99830
6810,200.45554,0.38502,-101.75012,-1.04576,230.40646,-121.01122,Q3,1.90901,-1.52717,10.06506,1.22886,True,951.40261
6811,200.29581,-1.01599,-99.59759,-1.06115,230.21962,-123.14460,Q3,0.57011,1.08567,4.70428,-2.03430,True,951.68026
6812,200.31893,-0.43242,-105.11351,-1.03977,230.28126,-121.03056,Q3,-1.25522,2.65925,7.02206,-1.68702,True,949.03789
6813,199.99719,0.49852,-98.53797,-1.05435,229.93653,-124.53624,EBIT/Wh,-0.65111,-1.38645,11.23102,-0.98638,True,950.71695
6814,199.96500,0.35508,-97.77260,-1.05167,229.90759,-122.93418,EBIT/Wh,-2.19929,2.19241,11.05346,1.57244,True,950.93872
6815,199.01802,-0.48815,-94.70512,-1.04484,228.97169,-118.83867,EBIT/Wh,-1.88021,-0.61288,8.78232,-0.38292,True,947.73752
6816,201.12468,1.83257,-103.14697,-1.05474,231.05778,-122.11298,Q2,-1.35413,-1.44275,10.75711,1.28593,True,954.04989
6817,198.90930,-0.18680,-106.53410,-1.05647,228.84051,-119.38777,AI,-0.06563,0.16784,13.76771,4.55241,True,941.27943
6818,198.96171,-0.88211,-101.90597,-1.05452,228.90008,-117.38698,AI,-0.34019,-0.63599,12.16351,-0.97247,True,943.85559
6819,199.77221,-0.70480,-95.78514,-1.05102,229.71589,-118.92770,EBIT/Wh,-0.34787,0.56233,10.86271,-3.59539,True,950.96849
6820,199.10706,-0.04809,-101.52109,-1.04481,229.06155,-118.74790,EBIT/Wh,0.30579,-1.37071,11.20811,-3.66963,True,944.77475
6821,200.84435,0.42011,-100.05811,-1.05970,230.76965,-122.03950,Q3,0.65165,-1.28439,13.73572,-0.89628,True,954.19269
6822,200.81680,0.16106,-98.14623,-1.06631,230.73534,-120.99943,Q3,0.93871,-0.45921,7.77395,-6.81474,True,955.01087
6823,200.34022,0.02014,-102.01050,-1.04396,230.29428,-122.94675,Q3,0.93629,1.14845,12.75044,-3.41972,True,950.69583
6824,199.76594,0.49849,-97.68912,-1.05277,229.70758,-122.23038,EBIT/Wh,-0.91745,0.56069,7.41940,-0.65305,True,949.98515
6825,201.05338,0.20997,-102.66303,-1.04875,230.99429,-124.13315,Q2,0.06758,-0.91954,13.61952,2.59648,True,953.93539
6826,200.39298,0.35960,-98.05555,-1.05241,230.33119,-121.75015,Q3,-0.48697,-0.62869,8.68613,2.92880,True,952.93714
6827,200.91587,1.37589,-103.10573,-1.04851,230.86144,-125.46869,Q3,0.63284,-0.46342,9.56032,0.86340,True,953.02650
6828,199.58212,0.16946,-99.33054,-1.04894,229.52680,-120.35544,EBIT/Wh,0.74056,-0.04254,6.92460,-5.82952,True,948.24535
6829,200.79749,0.01455,-99.47858,-1.06353,230.72060,-120.59114,Q3,0.03009,1.13283,11.46322,-1.12955,True,954.24818
6830,199.84729,-1.02963,-106.71042,-1.05042,229.79120,-121.21828,EBIT/Wh,0.33146,1.18385,7.29310,3.79420,True,945.88124
6831,202.04348,0.07304,-105.24720,-1.05301,231.98053,-121.63270,Q1,-1.18294,1.75311,17.90604,-0.31145,True,957.59380
6832,199.85412,-0.79226,-102.18510,-1.04215,229.81260,-120.06651,EBIT/Wh,0.37109,0.11721,14.84532,-7.32798,True,948.17808
6833,199.72806,-0.24157,-100.56291,-1.05489,229.66559,-120.06005,EBIT/Wh,-0.12693,0.10225,8.96604,-0.52164,True,948.35884
6834,200.71734,-0.82589,-94.84342,-1.04899,230.66520,-122.76226,Q3,0.33123,-1.10385,7.17850,-0.78485,True,956.16497
6835,199.05991,-0.50720,-107.71401,-1.04815,229.00866,-122.66491,EBIT/Wh,-0.12402,0.03056,12.20148,-2.94046,True,941.44257
6836,201.01013,0.12121,-103.05371,-1.05881,230.94167,-119.93419,Q3,-1.40621,3.15628,8.94455,-2.79418,True,953.52380
6837,200.28416,-0.63902,-97.71661,-1.05733,230.21429,-120.84591,Q3,-0.37777,0.65916,17.28325,7.85587,True,952.56249
6838,199.00422,1.29109,-98.96228,-1.05528,228.93825,-118.21902,EBIT/Wh,0.75392,2.66797,5.70259,0.16971,True,945.53998
6839,200.32577,0.17146,-102.25433,-1.06658,230.23933,-123.84311,Q3,1.15949,0.12480,5.99279,1.22239,True,950.50168
6840,200.45495,0.21691,-101.53584,-1.05088,230.39928,-119.09127,Q3,0.21998,0.75250,19.02905,-4.06523,True,951.50684
6841,200.72458,-0.10529,-98.73228,-1.04899,230.67246,-122.81863,Q3,0.92845,0.02916,8.55350,-4.06806,True,954.25678
6842,198.77358,-1.04177,-103.40947,-1.04546,228.72632,-119.82280,AI,-0.40982,-2.32062,14.56246,0.19078,True,942.16318
6843,200.76334,1.85339,-104.57230,-1.05223,230.70425,-125.61011,Q3,-0.30590,-0.64097,9.66273,-1.73483,True,951.53053
6844,201.26927,0.45657,-97.33662,-1.05861,231.20052,-123.90718,Q2,-1.47871,-3.79084,6.15358,7.81503,True,957.67804
6845,198.97482,-0.11084,-95.47328,-1.05015,228.91912,-119.58557,AI,1.10079,3.47871,10.53177,-4.02004,True,947.13747
6846,200.46213,0.40158,-99.59952,-1.04590,230.41360,-120.86672,Q3,1.03822,-1.29319,9.48288,-4.48246,True,952.51087
6847,200.54715,-0.08796,-102.00437,-1.05472,230.48179,-121.40763,Q3,1.39289,2.59494,9.14163,-3.31411,True,951.73357
6848,196.87393,0.60234,-98.04986,-1.05807,226.80341,-115.83794,AI,2.40099,-0.40240,10.43126,3.99890,True,935.34472
6849,199.95507,-0.16888,-95.06307,-1.05835,229.88662,-118.61501,EBIT/Wh,-0.68875,0.38316,15.99701,-0.93547,True,952.24383
6850,201.60996,0.45868,-100.09386,-1.05759,231.54342,-121.98799,Q2,2.38801,-1.39724,9.59009,-4.52378,True,958.00284
6851,201.11799,0.46527,-97.09430,-1.06393,231.03629,-121.90061,Q2,0.20668,-0.63980,13.74679,0.29578,True,957.04279
6852,200.92039,0.26526,-98.54315,-1.05097,230.86273,-117.79944,Q3,-0.09145,-0.67565,10.82528,0.09751,True,955.33036
6853,202.12795,0.71936,-102.44712,-1.04658,232.07856,-122.23816,Q1,-0.42208,-0.37190,12.14343,-7.39396,True,959.41621
6854,199.48498,-0.04693,-102.38598,-1.05087,229.42485,-119.17347,EBIT/Wh,1.04396,0.07122,9.37172,-2.19130,True,946.23190
6855,198.10208,-0.64319,-101.68745,-1.04616,228.05428,-120.67326,AI,0.18643,-0.62479,10.85918,2.42607,True,939.66668
6856,199.34855,0.23463,-101.34780,-1.06456,229.26507,-121.17101,EBIT/Wh,0.81272,0.55388,8.73688,-1.26706,True,946.06886
6857,199.05315,-0.05555,-99.76182,-1.05873,228.98402,-119.81336,EBIT/Wh,0.33994,2.11871,9.09795,1.05922,True,945.38484
6858,198.50509,0.47242,-101.03490,-1.05776,228.43843,-120.24932,AI,-2.37013,-1.95185,9.28769,6.85732,True,942.00800
6859,198.48397,0.32301,-104.19383,-1.04907,228.42991,-120.33751,AI,1.28575,-0.29300,10.03815,1.75492,True,940.32291
6860,200.22971,-0.80043,-100.08488,-1.06386,230.14948,-120.38373,Q3,-0.61131,-0.76595,9.72923,4.26880,True,951.10612
6861,200.89131,0.81688,-100.69027,-1.05693,230.82488,-119.52669,Q3,1.58849,-2.40961,9.03231,0.24895,True,954.11144
6862,199.05681,-0.13515,-99.77864,-1.04604,229.00842,-121.56251,EBIT/Wh,-0.02497,1.97143,7.21632,1.17093,True,945.39471
6863,199.97324,-1.04862,-95.36569,-1.04820,229.91975,-122.46545,EBIT/Wh,-1.59700,-0.36990,13.88145,-1.78843,True,952.18336
6864,200.78499,0.57435,-105.36560,-1.05326,230.72057,-120.93145,Q3,0.72222,-0.36065,7.14909,-2.04614,True,951.24215
6865,199.92649,-0.66911,-97.92678,-1.05850,229.85906,-121.06300,EBIT/Wh,-0.14903,1.20569,7.40635,-5.91785,True,950.66905
6866,201.62316,0.16637,-104.32871,-1.05192,231.56647,-124.21747,Q2,-2.86474,2.88999,10.83108,1.72006,True,955.95146
6867,200.90168,0.88583,-101.89786,-1.05085,230.84600,-122.88825,Q3,-0.83170,0.35353,13.02241,-3.53647,True,953.55945
6868,201.31088,0.09189,-100.79421,-1.05587,231.24660,-120.88620,Q2,2.43147,1.77097,7.04688,-2.55677,True,956.15730
6869,197.90558,0.05523,-97.77712,-1.04865,227.85280,-117.96270,AI,1.31072,-0.47557,5.53463,-3.85271,True,940.63935
6870,200.35148,1.18661,-98.32487,-1.04895,230.29293,-121.19103,Q3,-0.29701,1.06682,12.43463,5.25697,True,952.59495
6871,199.50610,-0.04493,-97.75952,-1.05865,229.43436,-119.35067,EBIT/Wh,-1.81242,-1.10995,10.50493,4.17027,True,948.65075
6872,200.67469,-0.43372,-100.69156,-1.04355,230.63096,-122.15050,Q3,2.14800,0.40703,15.07619,-2.42847,True,953.02765
6873,199.81877,-1.26266,-102.17639,-1.05571,229.75091,-120.07667,EBIT/Wh,-0.23595,0.33930,11.01776,-2.75394,True,948.00566
6874,201.33052,0.73288,-101.82650,-1.04832,231.27781,-120.64231,Q2,2.04318,-0.47613,9.27418,4.69329,True,955.73935
6875,200.86611,0.99479,-104.29610,-1.05881,230.79753,-119.95079,Q3,0.37916,-0.73348,9.71007,-1.79467,True,952.18250
6876,198.50560,0.41848,-91.62931,-1.04447,228.46073,-116.08942,AI,-2.59763,2.45258,11.02213,1.05200,True,946.71334
6877,201.52565,-0.28317,-99.91677,-1.05613,231.45925,-125.23098,Q2,-2.26557,-1.09991,10.37488,3.26388,True,957.66987
6878,200.72006,-0.98440,-102.16728,-1.05185,230.65605,-120.39335,Q3,0.52467,0.57969,8.33621,-1.05843,True,952.51665
6879,198.86412,0.46850,-98.05978,-1.04947,228.81075,-120.55778,AI,-0.37298,-0.43084,16.82001,0.27488,True,945.29071
6880,198.61289,1.02642,-95.02545,-1.06054,228.53859,-118.09455,AI,0.02122,-0.61567,11.59342,4.24399,True,945.55171
6881,199.63342,-0.04302,-94.23480,-1.05785,229.56488,-120.25294,EBIT/Wh,0.50513,-0.77252,13.58382,3.71368,True,951.04971
6882,201.07658,-0.56041,-94.10574,-1.05889,231.00777,-121.62859,Q2,0.13394,0.84241,6.18717,-3.61675,True,958.33004
6883,199.26708,0.33939,-98.76583,-1.04418,229.22076,-118.21429,EBIT/Wh,1.99319,-2.00678,13.02787,-4.41742,True,946.95246
6884,200.64641,1.49526,-103.79314,-1.04838,230.59368,-120.68452,Q3,1.56936,2.00028,8.70539,-2.65038,True,951.33549
6885,200.47767,0.56378,-105.65574,-1.05894,230.40763,-122.41642,Q3,-0.53307,-1.21019,14.04727,0.04840,True,949.56050
6886,199.55941,0.21162,-96.48120,-1.05725,229.49566,-120.90480,EBIT/Wh,-1.61777,-1.77660,13.27752,3.33316,True,949.55643
6887,199.10107,0.25480,-100.27231,-1.05575,229.03836,-118.94627,EBIT/Wh,-1.59739,-1.53353,11.77334,2.10724,True,945.36918
6888,200.17624,0.11260,-101.14948,-1.04875,230.12665,-122.27366,Q3,-1.38835,0.46717,10.93813,-3.85948,True,950.30648
6889,198.60261,-0.08306,-96.81697,-1.05285,228.54435,-122.84375,AI,2.25765,-0.37003,14.33020,2.54434,True,944.60458
6890,199.03237,1.11888,-96.61902,-1.05622,228.97024,-122.09894,EBIT/Wh,-1.81834,-2.30188,12.13665,2.75162,True,946.85232
6891,199.44439,0.01852,-95.54670,-1.05418,229.37896,-121.80403,EBIT/Wh,0.93086,0.56014,17.02100,0.39148,True,949.44858
6892,200.75514,0.42551,-100.62664,-1.05737,230.68672,-121.44269,Q3,-0.92118,0.83612,9.13064,5.98147,True,953.46238
6893,198.86181,-1.26816,-97.96657,-1.06226,228.78513,-120.88813,AI,0.32906,-0.73910,15.31406,-0.70772,True,945.32578
6894,199.77973,0.57067,-97.28720,-1.06883,229.68946,-119.42434,EBIT/Wh,-0.95291,0.64518,12.14809,-3.93652,True,950.25505
6895,200.76196,-0.09177,-99.93186,-1.06875,230.67289,-121.83071,Q3,0.31941,0.66179,9.84224,1.15242,True,953.84387
6896,200.00004,0.27883,-101.20691,-1.04215,229.95691,-120.36419,Q3,-1.96881,0.14920,11.43952,-3.41661,True,949.39676
6897,199.91863,0.36755,-96.28898,-1.06207,229.84113,-122.00321,EBIT/Wh,-0.35416,1.12226,11.12974,0.24480,True,951.44866
6898,199.69262,0.11932,-102.49615,-1.06695,229.60751,-120.63513,EBIT/Wh,-0.38197,-0.58587,11.62867,3.76051,True,947.21502
6899,198.68810,-0.31000,-99.84340,-1.05209,228.62882,-119.24941,AI,1.46767,0.64026,14.29254,2.90972,True,943.51878
6900,199.99078,-0.75639,-97.00764,-1.05831,229.92319,-119.83256,EBIT/Wh,-1.10238,-0.06543,10.13566,-2.67587,True,951.45010
6901,200.62380,1.07201,-102.00977,-1.04673,230.57335,-122.80716,Q3,-1.83063,1.23323,14.85368,-3.80182,True,952.11411
6902,197.85972,-0.70579,-98.37313,-1.05444,227.79736,-118.12588,AI,-2.12599,1.44927,8.98017,0.25238,True,940.11202
6903,199.36424,0.06215,-102.22017,-1.05573,229.29906,-118.08326,EBIT/Wh,0.65513,-0.03579,11.89383,1.35383,True,945.71113
6904,200.90825,1.13372,-102.11763,-1.04465,230.85862,-120.23727,Q3,-0.26164,-0.31155,10.56289,0.59880,True,953.48243
6905,199.97638,0.10091,-105.84171,-1.05650,229.91190,-123.19583,EBIT/Wh,-1.55937,-1.48596,12.66513,1.20224,True,946.96102
6906,198.64031,0.08219,-104.19603,-1.05573,228.57911,-118.23460,AI,0.43649,-0.46994,5.24539,-5.18925,True,941.10353
6907,201.31369,-0.65638,-101.64603,-1.05059,231.25797,-120.52855,Q2,-1.14750,-0.81680,12.58558,-3.84252,True,955.74542
6908,201.12849,0.09014,-106.76564,-1.06398,231.04567,-124.91910,Q2,0.14833,-0.12664,6.81196,1.54820,True,952.25964
6909,201.19896,0.40914,-98.58781,-1.05905,231.12945,-122.80369,Q2,-0.60898,-1.52828,14.12843,-2.56683,True,956.70091
6910,200.04670,-0.21392,-101.14441,-1.05896,229.97556,-121.01868,Q3,-0.91142,-0.02514,14.33065,7.29025,True,949.66130
6911,200.29523,0.18337,-95.08617,-1.05681,230.22799,-119.95035,Q3,-0.39342,1.70931,10.55254,-3.39204,True,953.93309
6912,200.46161,0.49693,-99.95217,-1.05820,230.39039,-122.24785,Q3,0.67369,-0.55487,13.95334,4.65285,True,952.33198
6913,199.96710,-0.65054,-99.55993,-1.04246,229.92528,-120.80297,EBIT/Wh,2.42511,1.04542,10.53796,-3.09930,True,950.05553
6914,199.40837,-0.05249,-102.07639,-1.04438,229.36349,-118.32372,EBIT/Wh,-0.46519,2.87393,7.22965,5.04069,True,946.00364
6915,199.87917,0.64755,-98.38565,-1.05013,229.82639,-122.56976,EBIT/Wh,-1.82312,-0.94571,10.06711,-1.68040,True,950.20303
6916,200.24303,-0.72472,-100.84098,-1.05387,230.18117,-119.62729,Q3,0.47927,-1.22054,12.17058,-3.28981,True,950.79467
6917,199.63335,-0.12387,-98.82930,-1.05626,229.56993,-121.34564,EBIT/Wh,1.35806,0.73010,7.92160,-2.61419,True,948.75210
6918,199.64416,0.38601,-89.86480,-1.05190,229.58406,-120.07217,EBIT/Wh,-0.05134,-0.33495,9.56697,0.12558,True,953.28840
6919,198.56029,-1.28925,-93.67773,-1.06693,228.47685,-121.04294,AI,0.04242,-1.10061,8.65166,3.78071,True,945.96259
6920,200.72258,0.72409,-106.34983,-1.06243,230.64360,-120.14865,Q3,-1.47310,0.27044,8.73474,-2.83387,True,950.43796
6921,200.12727,-0.20370,-104.02959,-1.05412,230.06438,-120.02348,Q3,-1.31602,1.06116,11.81351,-0.59525,True,948.62157
6922,199.37809,-0.33003,-99.86557,-1.05933,229.30787,-120.39063,EBIT/Wh,0.57529,0.27425,12.27621,3.07086,True,946.95769
6923,199.11641,-0.22614,-97.01620,-1.06061,229.04315,-118.68557,EBIT/Wh,-0.05831,0.12654,11.95461,1.88804,True,947.07396
6924,197.68401,-1.07191,-100.55462,-1.04239,227.63930,-120.84282,AI,-0.25073,0.06628,12.48046,-2.30082,True,938.14276
6925,199.30445,1.00365,-97.97411,-1.05612,229.24119,-118.99631,EBIT/Wh,6.08969,-5.01046,9.52812,-3.05129,True,947.53521
6926,201.79561,0.40541,-99.06363,-1.05445,231.73474,-124.31844,Q2,1.81003,-0.79080,14.87140,-6.19976,True,959.44624
6927,200.87643,-0.26490,-103.68355,-1.04836,230.82491,-120.41867,Q3,0.39554,0.92000,12.82142,-0.99612,True,952.54037
6928,201.59570,-0.35456,-103.35966,-1.05376,231.53801,-121.96050,Q2,1.22309,-0.05396,10.19911,-2.93712,True,956.29866
6929,200.08194,-0.16613,-96.82771,-1.05804,230.01163,-119.65786,Q3,0.65577,-0.07083,7.16999,-1.79706,True,951.99585
6930,198.61857,-0.29015,-94.78508,-1.04886,228.56534,-119.06358,AI,-1.67531,-0.33370,10.86335,1.90753,True,945.70030
6931,199.05848,-0.05138,-103.82427,-1.04201,229.01719,-121.37578,EBIT/Wh,-0.05953,0.48677,11.16614,-2.49968,True,943.38027
6932,198.19541,-1.37438,-98.91520,-1.04577,228.14693,-119.46983,AI,1.34052,1.25194,15.47377,-2.76060,True,941.51943
6933,200.03076,-0.26199,-100.29589,-1.05038,229.97639,-120.57506,Q3,-0.62048,-0.81375,14.48606,-2.50682,True,950.00585
6934,201.01611,0.09839,-96.18021,-1.05437,230.95227,-121.84591,Q2,0.39162,0.33611,9.00710,-1.97989,True,956.99043
6935,200.49535,0.30017,-98.06325,-1.05948,230.42383,-120.74028,Q3,0.17891,-1.11281,10.04460,-2.67359,True,953.44512
6936,199.61020,-0.67888,-99.04392,-1.04941,229.54996,-120.93156,EBIT/Wh,0.13420,0.28932,12.17532,7.14785,True,948.52904
6937,201.19217,1.19156,-98.83837,-1.04707,231.14154,-122.90969,Q2,0.50638,-0.50386,8.72957,-2.06368,True,956.54167
6938,196.77808,0.54233,-94.86041,-1.05581,226.71513,-120.18751,AI,-0.29753,-0.63023,2.70889,8.40560,True,936.46020
6939,199.84628,-0.66849,-107.64438,-1.05667,229.78023,-123.12483,EBIT/Wh,1.92273,0.16424,16.26155,-4.40647,True,945.40921
6940,199.14815,-0.11427,-98.29006,-1.05247,229.08609,-120.35619,EBIT/Wh,0.55019,0.48180,4.78752,4.06173,True,946.59570
6941,202.02106,-0.11179,-103.08683,-1.05166,231.95963,-121.37396,Q2,0.29404,-0.24974,12.63757,-2.48048,True,958.56189
6942,199.07852,-1.22517,-104.31633,-1.05106,229.02116,-121.11414,EBIT/Wh,0.85365,-0.38107,8.38617,-0.91769,True,943.23442
6943,199.91462,-0.61005,-102.32999,-1.05747,229.84287,-120.04050,EBIT/Wh,0.49238,0.37272,5.09280,-2.34828,True,948.40811
6944,198.49091,-1.00717,-98.50192,-1.04899,228.43636,-119.99233,AI,-0.72275,0.40458,8.22865,-2.39919,True,943.20358
6945,199.75919,-1.51002,-94.62207,-1.04820,229.70362,-119.22521,EBIT/Wh,-1.45891,1.25029,9.00057,4.71074,True,951.48492
6946,198.36070,0.20613,-101.58444,-1.04747,228.30464,-117.86336,AI,0.43559,0.69913,16.93305,-0.79233,True,941.01130
6947,200.18832,0.50621,-99.86329,-1.04276,230.14196,-122.68172,Q3,0.26351,-0.27459,13.87462,0.96011,True,951.00994
6948,199.65130,-0.37756,-97.76730,-1.05463,229.58395,-119.85014,EBIT/Wh,0.78157,-0.29443,9.25557,5.82711,True,949.37284
6949,199.02521,-0.83974,-100.44840,-1.04154,228.98443,-120.67765,EBIT/Wh,-0.49029,-0.13734,14.42839,-8.18013,True,944.90187
6950,200.84938,0.37105,-99.87202,-1.05216,230.79070,-121.94241,Q3,1.77944,1.76697,10.49848,4.09051,True,954.31089
6951,199.11603,1.23390,-100.01341,-1.04145,229.07567,-118.09103,EBIT/Wh,-1.03803,-1.03901,9.00570,-3.19175,True,945.57344
6952,198.97196,-0.61436,-97.18397,-1.06785,228.88541,-119.70106,AI,0.20397,-0.22167,8.62281,0.48694,True,946.26782
6953,199.36283,-0.37221,-96.06147,-1.04627,229.30977,-122.04982,EBIT/Wh,-0.30215,1.17891,10.59889,1.53641,True,948.78343
6954,200.74846,-0.85443,-99.06589,-1.06049,230.67569,-121.91525,Q3,0.79435,-0.07063,11.22870,0.12854,True,954.20935
6955,201.70163,0.01849,-97.79607,-1.06604,231.62048,-122.13068,Q2,-0.52921,-0.97838,10.86600,1.23947,True,959.61013
6956,199.67568,-1.10983,-104.35297,-1.05064,229.61396,-120.73712,EBIT/Wh,0.05796,0.10733,12.86107,4.88221,True,946.20191
6957,201.60234,0.20861,-103.21598,-1.05507,231.54253,-123.38122,Q2,2.71665,3.42502,11.59222,2.24626,True,956.40372
6958,200.37171,2.26853,-99.10847,-1.05675,230.30699,-121.22006,Q3,1.24384,2.01437,11.55434,2.79005,True,952.30429
6959,198.86209,-0.86259,-95.35986,-1.05079,228.80806,-120.27870,AI,2.58800,1.26131,12.79940,-3.25130,True,946.63050
6960,199.18297,-1.10172,-93.84178,-1.04402,229.13875,-119.56650,EBIT/Wh,0.41261,-1.83534,10.19274,-0.74325,True,948.99398
6961,200.03979,-0.29231,-104.59676,-1.05664,229.97357,-121.75751,Q3,-1.40711,0.48065,11.55012,-1.09957,True,947.90059
6962,200.12805,0.10169,-105.39888,-1.05026,230.07408,-121.00786,Q3,0.87254,-0.14819,14.09621,-3.65920,True,947.94080
6963,201.19275,0.16586,-108.34654,-1.04071,231.15242,-121.28202,Q2,-0.77309,0.19280,9.98781,-6.28661,True,951.79049
6964,199.32328,-0.33671,-100.54048,-1.05380,229.25940,-122.62186,EBIT/Wh,1.01220,0.62848,11.33708,6.12148,True,946.34618
6965,199.02223,-0.33635,-99.50221,-1.06781,228.93383,-118.98011,EBIT/Wh,-1.00771,-0.04754,9.89254,6.58584,True,945.36003
6966,200.69058,-0.97705,-99.08447,-1.04859,230.63187,-120.89852,Q3,0.47423,-0.70775,10.34039,0.27764,True,953.91067
6967,200.35485,0.67616,-100.73023,-1.05271,230.29447,-121.68189,Q3,-2.83804,-0.78210,11.36750,-1.28516,True,951.40913
6968,200.46408,-0.45417,-95.52088,-1.06602,230.38092,-121.51181,Q3,-0.20180,0.29251,9.75112,3.02942,True,954.55998
6969,200.48107,0.21875,-102.76285,-1.05127,230.42108,-122.85304,Q3,0.08722,-0.66117,15.76838,3.95953,True,951.02393
6970,201.39805,1.56456,-103.39569,-1.04453,231.34880,-120.51558,Q2,0.18349,-0.85475,15.94333,3.86221,True,955.29240
6971,199.92296,1.43835,-100.73573,-1.05870,229.84983,-122.57995,EBIT/Wh,-0.51701,-1.73505,18.07377,-0.60799,True,949.24692
6972,200.52516,-0.99254,-100.39067,-1.05728,230.45981,-119.27956,Q3,0.58391,0.67887,14.67036,-2.54759,True,952.43046
6973,198.96719,-0.21613,-97.56324,-1.06205,228.88831,-119.54520,AI,0.98777,2.23351,10.00895,-4.51906,True,946.05434
6974,199.98055,0.74388,-104.02253,-1.06001,229.90785,-119.87993,EBIT/Wh,0.11030,-0.27330,13.17530,4.41586,True,947.89148
6975,199.74642,0.18562,-98.34802,-1.04656,229.69709,-122.52398,EBIT/Wh,-1.17924,1.63540,7.53581,0.84155,True,949.55807
6976,199.44234,-1.09216,-100.55877,-1.04186,229.40091,-119.68214,EBIT/Wh,-1.44468,0.57089,7.26571,1.28818,True,946.93230
6977,197.81242,-0.36706,-101.87241,-1.05705,227.74636,-120.64670,AI,-0.16516,0.09387,13.03129,-0.90609,True,938.12590
6978,199.50457,-1.17711,-107.71075,-1.04654,229.45585,-119.35008,EBIT/Wh,2.55700,-2.20489,8.45327,-5.09107,True,943.66750
6979,200.40999,-0.69150,-96.55284,-1.05656,230.34491,-120.66162,Q3,-0.97113,-0.20472,7.71159,-2.41044,True,953.77352
6980,199.73556,0.26377,-101.37058,-1.05132,229.67708,-119.65109,EBIT/Wh,0.12724,-0.25016,6.45215,-5.18083,True,947.99253
6981,199.56305,-0.68353,-100.13453,-1.05658,229.49872,-119.36639,EBIT/Wh,-2.93340,1.83362,11.35939,-3.22508,True,947.74800
6982,199.17162,0.35181,-98.52710,-1.05023,229.11568,-122.64894,EBIT/Wh,0.18392,-0.63922,11.04870,0.00613,True,946.59455
6983,199.13273,-0.46739,-101.17589,-1.05794,229.06475,-119.69498,EBIT/Wh,-1.14415,2.59641,14.23200,-8.95796,True,945.07572
6984,199.84578,0.09554,-99.47437,-1.05429,229.77889,-120.58861,EBIT/Wh,-1.02526,1.02006,11.28772,1.26098,True,949.49170
6985,199.42821,0.45078,-102.14453,-1.04994,229.37303,-119.67585,EBIT/Wh,-2.04546,1.39007,9.14814,-0.97677,True,946.06877
6986,199.61363,0.07791,-104.55707,-1.05739,229.54352,-118.57069,EBIT/Wh,0.50688,-0.00430,9.64559,3.51227,True,945.78961
6987,200.16172,-0.00215,-100.88713,-1.05397,230.10102,-122.57665,Q3,-0.89388,2.46429,10.89808,-0.91705,True,950.36501
6988,201.39354,0.32154,-105.78213,-1.05840,231.32439,-120.48833,Q2,-0.60755,-0.80235,13.64712,8.69278,True,954.07664
6989,198.80149,-1.24503,-96.04180,-1.05342,228.74107,-118.60529,AI,-1.01584,0.84715,11.46791,-1.31506,True,945.98656
6990,200.06282,-0.33018,-98.28921,-1.06205,229.98800,-120.34395,Q3,0.33565,-0.99939,10.44611,5.84597,True,951.16951
6991,200.68386,-0.58128,-101.01706,-1.04346,230.63879,-122.19563,Q3,-2.01238,2.99042,11.70023,-3.01761,True,952.91076
6992,200.75256,0.46616,-97.44739,-1.04518,230.70242,-122.33596,Q3,0.15258,-0.33347,11.06310,3.43307,True,955.03908
6993,199.42171,-0.18088,-97.41801,-1.05556,229.35564,-121.87837,EBIT/Wh,-0.69352,-0.98742,13.25847,-0.93655,True,948.39952
6994,199.53350,-0.14392,-95.11549,-1.05031,229.47755,-120.71304,EBIT/Wh,0.48908,1.28562,8.96329,-0.42906,True,950.10977
6995,198.27607,-1.08176,-102.95791,-1.05426,228.21167,-119.72875,AI,-0.55349,-2.35710,22.01111,4.16125,True,939.90140
6996,200.78082,-0.06084,-99.11564,-1.04761,230.72668,-121.65847,Q3,-0.88594,0.02509,16.60015,1.60665,True,954.34629
