,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
717,Tesla,199.28119,-1.10537,-95.58209,-1.04668,229.23151,-118.55467,EBIT/Wh,-1.84149,2.43331,9.54836,-2.80822,True,948.61490
718,TwitterX,200.92481,0.06231,-99.49026,-1.05554,230.86150,-122.01990,Q3,0.37711,-2.15617,12.33577,-2.45527,True,954.87892
719,SpaceX,200.14140,-0.43894,-96.95588,-1.04518,230.08854,-121.72364,Q3,-0.14792,0.09145,14.96926,4.89066,True,952.22906
720,Tesla,200.57250,0.89113,-100.38987,-1.04900,230.51902,-122.08946,Q3,0.65331,-1.63880,11.61067,-4.37520,True,952.66756
721,Tesla,199.80339,-0.16799,-96.08300,-1.04008,229.76470,-120.52244,EBIT/Wh,-0.69901,1.53219,10.88654,0.41711,True,950.97544
722,Tesla,198.62446,0.21726,-91.29666,-1.04551,228.57751,-120.14311,AI,-0.32965,0.38774,9.72161,-3.26922,True,947.47396
723,Tesla,197.28658,-1.07453,-96.54152,-1.04577,227.23830,-117.32057,AI,2.04515,-1.34191,8.47649,-3.55908,True,938.16213
724,Tesla,199.84032,0.63671,-100.18531,-1.05753,229.77305,-118.48019,EBIT/Wh,0.06861,-0.61897,15.15818,-7.38678,True,949.10896
725,SpaceX,198.69153,-0.49916,-98.46917,-1.06225,228.61139,-116.86257,AI,0.16951,-0.48164,12.63564,1.59001,True,944.22307
726,TwitterX,201.54719,-0.15779,-99.47429,-1.05226,231.48930,-121.77240,Q2,0.93431,-1.42964,8.97242,-0.53404,True,957.99880
727,TwitterX,200.13088,0.52909,-96.63060,-1.05157,230.07286,-122.09306,Q3,-2.60350,-1.62372,6.82498,-0.23895,True,952.33912
728,SpaceX,200.25353,-0.77934,-93.80172,-1.05518,230.18580,-122.60904,Q3,-0.21000,-0.15702,11.43059,3.64019,True,954.36680
729,Tesla,199.60841,-1.07716,-97.59158,-1.04642,229.55901,-120.32095,EBIT/Wh,0.24273,0.38644,11.11692,0.71773,True,949.24627
730,SpaceX,199.24530,0.07276,-99.07475,-1.04380,229.19920,-119.94106,EBIT/Wh,-0.30109,-0.55182,14.71744,0.57676,True,946.68912
731,Tesla,198.90044,0.27353,-107.29327,-1.04242,228.85813,-119.93773,AI,-1.47329,1.15815,10.37173,-1.44158,True,940.85557
732,Tesla,200.03755,-0.51397,-101.96765,-1.04876,229.98415,-119.63024,Q3,0.32376,0.34518,12.96693,-1.58484,True,949.20392
733,SpaceX,200.25028,-1.24749,-94.37543,-1.05618,230.18353,-121.39776,Q3,1.63699,0.99019,11.63126,1.66059,True,954.06367
734,TwitterX,198.84767,-0.49439,-98.13555,-1.05138,228.79174,-120.13952,AI,-0.99120,-2.19542,5.61280,-2.30488,True,945.17059
735,TwitterX,199.28647,1.29708,-98.10424,-1.05586,229.21748,-118.70325,EBIT/Wh,-0.50442,1.35378,10.52942,1.54161,True,947.38025
736,Tesla,201.14755,0.09028,-108.26862,-1.04941,231.09488,-124.01228,Q2,0.44969,0.02691,14.55299,0.59520,True,951.60346
737,TwitterX,199.69904,-1.56608,-98.66360,-1.04872,229.64832,-121.69005,EBIT/Wh,0.31940,-0.59480,12.56747,-0.59873,True,949.16342
738,TwitterX,199.75706,-0.35137,-99.70558,-1.05734,229.68756,-122.94872,EBIT/Wh,0.86374,0.55580,26.15603,1.91472,True,948.93251
739,Tesla,200.36773,0.33132,-100.97757,-1.04548,230.31943,-122.90216,Q3,0.67814,0.60702,7.33100,-1.90567,True,951.34985
740,Tesla,200.03713,0.31051,-98.04252,-1.05427,229.97537,-121.49008,Q3,-2.07568,2.19186,10.21746,-3.25506,True,951.16440
741,Tesla,201.76543,-0.02664,-97.07767,-1.04884,231.71257,-119.87983,Q2,-1.52441,1.23039,13.18477,-1.54883,True,960.28829
742,Tesla,202.19910,0.50019,-104.13218,-1.05770,232.13245,-120.45968,Q1,1.15670,-1.23530,13.84679,-0.96648,True,958.92941
743,SpaceX,199.13604,-0.44849,-101.62270,-1.06454,229.05514,-121.78660,EBIT/Wh,-0.00400,0.36707,13.85334,5.66706,True,944.86886
744,Tesla,200.14481,-0.77272,-100.70205,-1.05513,230.08158,-120.54433,Q3,-0.26520,1.18974,10.20909,3.17039,True,950.37302
745,Tesla,199.59549,-0.20517,-99.00273,-1.05080,229.53965,-117.96706,EBIT/Wh,1.84280,-0.20395,13.90496,-1.82189,True,948.47608
746,Tesla,200.99280,0.09947,-102.10662,-1.05019,230.93735,-122.45086,Q3,1.18579,-0.34380,15.36128,-4.46214,True,953.91067
747,Tesla,199.15387,0.04791,-95.16878,-1.04050,229.11433,-121.69378,EBIT/Wh,0.91332,-1.59940,15.34935,-4.47392,True,948.18496
748,TwitterX,200.51741,0.39195,-95.59139,-1.05778,230.45162,-123.85119,Q3,-0.47606,0.56259,8.69745,2.48088,True,954.79136
749,Tesla,200.77403,-0.03285,-102.71153,-1.04771,230.72411,-121.10135,Q3,-4.34935,2.70838,15.38296,-2.19538,True,952.51439
750,TwitterX,200.52496,-1.21679,-95.80521,-1.06169,230.44767,-118.40603,Q3,0.03722,0.83302,17.08350,2.09188,True,954.72218
751,Tesla,201.33915,0.41113,-96.68442,-1.04830,231.28653,-122.09589,Q2,-0.14804,0.13163,7.60028,-1.73897,True,958.35353
752,Tesla,200.08504,1.24285,-94.00192,-1.05178,230.02859,-123.11228,Q3,2.81562,1.82292,12.77648,-3.54473,True,953.42426
753,SpaceX,199.32103,-0.54715,-102.85535,-1.06526,229.23743,-119.50735,EBIT/Wh,0.36889,0.95215,11.32834,1.43119,True,945.17747
754,SpaceX,199.12368,-1.79569,-99.51688,-1.05711,229.05378,-119.84422,EBIT/Wh,1.17975,-0.60288,7.63273,2.30138,True,945.85996
755,SpaceX,201.13609,0.27303,-94.59655,-1.05041,231.07776,-121.84857,Q2,-0.89324,1.20679,8.89332,4.24547,True,958.38218
756,SpaceX,200.68975,0.43400,-99.55836,-1.04890,230.63173,-121.09453,Q3,2.65255,0.11935,5.64071,4.37434,True,953.66959
757,Tesla,200.87885,1.86058,-100.47702,-1.04127,230.83749,-124.40581,Q3,1.37599,-0.28953,13.90241,-2.76463,True,954.15572
758,TwitterX,198.68261,-0.13817,-98.28548,-1.05697,228.61716,-116.94733,AI,0.42161,1.32079,10.17667,-0.35453,True,944.27032
759,Tesla,200.43941,0.73216,-105.26897,-1.05914,230.37003,-121.50247,Q3,1.21728,0.50297,11.89991,-3.26886,True,949.56258
760,TwitterX,199.25463,-0.01211,-102.89717,-1.05325,229.19818,-121.37141,EBIT/Wh,-0.52007,-0.42682,10.15937,0.16964,True,944.82457
761,TwitterX,198.47207,-0.22950,-92.31040,-1.05551,228.41149,-120.83120,AI,0.94910,-1.01080,7.51373,-2.50490,True,946.20518
762,TwitterX,199.13179,0.26475,-99.13992,-1.05189,229.07742,-120.58181,EBIT/Wh,-0.17654,0.02773,8.25238,-1.55714,True,946.08901
763,SpaceX,199.64317,-0.66443,-95.48084,-1.05913,229.57127,-116.71307,EBIT/Wh,-1.15665,0.37266,9.54536,0.39611,True,950.47545
764,TwitterX,198.52552,-1.23415,-97.85757,-1.05442,228.46240,-119.30910,AI,-0.71080,0.45018,13.89596,1.79799,True,943.69881
765,SpaceX,200.06286,0.19549,-102.25735,-1.04830,230.00709,-120.89186,Q3,1.05688,-0.43140,10.51560,-0.55317,True,949.18563
766,Tesla,200.01183,0.05176,-99.67047,-1.04874,229.95967,-122.30158,Q3,0.71337,-1.84284,7.94578,-4.25487,True,950.22391
767,Tesla,200.86189,0.81730,-98.95275,-1.05218,230.80300,-122.63614,Q3,0.13066,-0.85730,10.27770,-1.30910,True,954.83305
768,SpaceX,201.19177,0.82127,-101.01983,-1.04204,231.14787,-122.28448,Q2,0.39630,-1.03690,3.54465,1.18861,True,955.44896
769,Tesla,199.75120,0.42856,-102.00887,-1.04658,229.70239,-122.76776,EBIT/Wh,0.54651,-0.44626,7.47368,-5.32575,True,947.75155
770,SpaceX,198.77527,-0.84866,-104.21223,-1.06342,228.69318,-119.88776,AI,0.85532,-0.47787,9.18210,0.69357,True,941.77023
771,TwitterX,199.40018,-0.68574,-98.08396,-1.05212,229.33974,-120.85578,EBIT/Wh,-0.73612,-0.56420,15.88827,-1.66017,True,947.95894
772,SpaceX,200.97878,0.61750,-100.28832,-1.06175,230.90398,-121.79400,Q3,0.64159,0.77577,11.58996,-3.35022,True,954.74975
773,Tesla,200.05399,0.22611,-104.70902,-1.05006,230.00006,-120.28919,Q3,-0.52643,3.05391,8.98002,2.57448,True,947.91542
774,Tesla,201.48915,0.38969,-102.43111,-1.04226,231.44669,-123.68726,Q2,-0.30809,1.10469,10.77703,3.26306,True,956.23018
775,Tesla,197.19413,-0.68918,-99.29306,-1.04328,227.14975,-119.45016,AI,0.10204,0.90514,13.42296,-2.06053,True,936.32412
776,TwitterX,200.60140,0.19265,-100.96728,-1.05650,230.53776,-120.93934,Q3,-1.80414,-0.82664,15.48395,-5.73072,True,952.52334
777,Tesla,198.18995,-0.95234,-97.52253,-1.04857,228.13800,-118.45950,AI,0.40362,-0.18989,12.47352,-4.29452,True,942.18848
778,Tesla,201.13043,-0.39190,-101.04602,-1.05272,231.07093,-122.07701,Q2,-0.45967,-0.40114,12.00067,-2.16791,True,955.12916
779,Tesla,199.35283,-0.85055,-101.43571,-1.04215,229.31104,-122.27452,EBIT/Wh,-0.32593,1.43982,12.47521,-6.62492,True,946.04629
780,SpaceX,200.25139,1.17044,-100.09517,-1.05642,230.18225,-121.16058,Q3,0.49018,-1.65340,7.46243,-5.97806,True,951.20939
781,SpaceX,201.10842,0.55764,-103.32481,-1.06858,231.01893,-119.40239,Q2,0.27098,-0.45731,9.81638,1.06018,True,953.87969
782,Tesla,199.85433,0.11603,-99.96091,-1.04271,229.81105,-121.38160,EBIT/Wh,1.85618,-1.87864,19.54608,-0.10448,True,949.29121
783,TwitterX,200.05319,1.52572,-108.23541,-1.05523,229.98613,-120.64219,Q3,-0.82460,-0.23914,10.35347,6.89435,True,946.14825
784,TwitterX,198.07270,-0.41505,-93.27294,-1.05278,228.01608,-118.18801,AI,0.45502,-1.16279,5.01223,6.51204,True,943.72701
785,TwitterX,200.04522,0.09361,-100.23966,-1.05451,229.98323,-119.62683,Q3,1.22330,1.57483,10.14273,2.08048,True,950.10629
786,SpaceX,198.93926,0.83900,-94.98333,-1.05694,228.87237,-122.41578,AI,-0.23699,0.42800,12.88779,3.57537,True,947.20463
787,Tesla,199.00739,-0.70165,-99.70925,-1.04699,228.95666,-119.27737,EBIT/Wh,2.84118,-2.08836,12.29619,-3.67234,True,945.18235
788,Tesla,198.38108,-0.62409,-94.50189,-1.05050,228.32663,-118.43805,AI,1.15717,0.40327,11.09903,1.93455,True,944.65447
789,SpaceX,200.69512,0.04882,-101.09726,-1.06736,230.60773,-121.78547,Q3,-0.26470,0.54759,9.78667,-4.49937,True,952.92695
790,Tesla,200.13528,-0.82657,-97.48104,-1.05863,230.06627,-121.17555,Q3,-2.48574,1.41384,9.94952,-1.11030,True,951.93589
791,SpaceX,200.22299,0.49178,-103.20197,-1.06493,230.14031,-121.63499,Q3,1.07028,-0.51380,9.18067,1.63112,True,949.51396
792,Tesla,199.54858,-0.84097,-100.36359,-1.05893,229.47985,-121.59690,EBIT/Wh,-1.04136,0.42514,5.45523,-0.83382,True,947.56109
793,TwitterX,199.57598,0.48487,-98.17954,-1.05898,229.50735,-121.58957,EBIT/Wh,0.34256,-1.48775,10.53922,-5.07150,True,948.79011
794,SpaceX,200.21717,-0.30341,-100.24127,-1.05085,230.15635,-119.78583,Q3,-0.94300,-0.08301,14.87934,1.81205,True,950.96523
795,SpaceX,200.33642,1.36460,-98.64658,-1.05414,230.27222,-122.97122,Q3,-0.24509,-0.96740,11.16305,1.48997,True,952.35879
796,Tesla,198.87742,-1.41844,-100.05437,-1.04819,228.82653,-121.35373,AI,1.26998,-0.65770,15.11577,-3.31710,True,944.35994
797,TwitterX,198.65076,0.01682,-93.41354,-1.05197,228.59398,-120.19986,AI,0.80163,1.69221,7.82574,1.10639,True,946.54703
798,Tesla,198.70512,-0.25760,-100.75509,-1.04805,228.65427,-121.86082,AI,-1.16148,-1.53690,6.32692,-2.69765,True,943.14806
799,SpaceX,202.75242,0.65981,-100.82510,-1.06268,232.67398,-125.10147,Q1,0.13771,0.15600,13.13583,0.16713,True,963.34956
800,SpaceX,200.41497,1.95454,-100.93279,-1.06150,230.33806,-119.57444,Q3,-0.52108,-0.54561,9.76158,1.61980,True,951.60846
801,TwitterX,199.42245,-0.15241,-102.17181,-1.05485,229.35512,-122.19830,EBIT/Wh,0.94945,-0.81417,7.23719,2.05923,True,946.02635
802,Tesla,199.78032,0.14607,-97.34546,-1.04470,229.73493,-119.09323,EBIT/Wh,-0.85030,1.66627,13.36931,-3.31179,True,950.22889
803,TwitterX,199.66192,0.57919,-97.20200,-1.05429,229.60189,-117.98073,EBIT/Wh,0.22253,0.41377,7.69537,0.94026,True,949.70861
804,SpaceX,199.22616,0.72209,-95.26994,-1.05579,229.15636,-116.39102,EBIT/Wh,-0.23428,1.28743,9.99117,-2.48229,True,948.49585
805,SpaceX,199.26258,0.10320,-99.74901,-1.05094,229.20097,-121.48505,EBIT/Wh,-1.43240,-1.59064,11.46110,5.31823,True,946.43839
806,SpaceX,198.74330,-0.47566,-101.28946,-1.04704,228.69136,-118.73169,AI,-0.16576,-0.25056,11.47013,0.04540,True,943.07178
807,SpaceX,200.52095,0.30797,-95.56268,-1.05330,230.45972,-120.23244,Q3,-0.95186,0.78552,10.74361,-1.76703,True,954.82342
808,TwitterX,200.43974,0.46114,-100.28639,-1.05313,230.37730,-122.09323,Q3,1.17912,2.26555,11.67316,-0.43407,True,952.05549
809,SpaceX,200.95436,1.48387,-99.00141,-1.06749,230.86863,-121.12527,Q3,0.11649,0.91045,9.31918,0.05799,True,955.27110
810,TwitterX,199.59016,-0.62101,-101.73974,-1.05599,229.52932,-122.74499,EBIT/Wh,-1.79524,0.06970,10.23486,2.10328,True,947.08094
811,TwitterX,201.09718,0.57349,-102.66218,-1.05357,231.03719,-120.77628,Q2,-1.73169,-1.35812,11.65426,-2.96311,True,954.15483
812,TwitterX,200.99989,-0.58561,-101.34568,-1.05741,230.93222,-121.68524,Q3,0.75987,1.67925,4.69092,-0.56392,True,954.32661
813,TwitterX,200.43896,0.39100,-98.05036,-1.06052,230.36296,-119.78846,Q3,0.70630,-1.91514,7.87697,-0.16256,True,953.16961
814,TwitterX,199.30051,0.32752,-94.69220,-1.04847,229.25022,-121.31743,EBIT/Wh,3.19710,1.74299,16.38206,0.25933,True,949.15644
815,Tesla,198.94926,-0.35519,-97.04839,-1.04472,228.90248,-118.46194,AI,-1.17917,1.28218,10.37476,-3.13953,True,946.22212
816,Tesla,201.51040,0.01164,-98.53016,-1.05548,231.44628,-123.08904,Q2,-2.01005,0.31519,10.20793,0.12325,True,958.28691
817,Tesla,200.33102,-1.06876,-101.75153,-1.04228,230.28751,-121.33261,Q3,-0.53209,1.82373,8.77512,-3.65680,True,950.77933
818,Tesla,200.52493,-0.33801,-98.95546,-1.05218,230.46794,-119.96608,Q3,-2.96348,0.80250,9.83380,-5.39732,True,953.14692
819,Tesla,199.18822,0.19281,-101.88169,-1.04622,229.13954,-119.50170,EBIT/Wh,-0.04345,1.50942,13.86472,-6.22002,True,945.00027
820,Tesla,199.27100,0.77050,-103.02838,-1.04184,229.22922,-119.97679,EBIT/Wh,-0.48711,0.83748,12.82595,-1.51242,True,944.84079
821,Tesla,201.30487,-0.10191,-102.13293,-1.05154,231.24720,-122.07700,Q2,-1.96980,2.22502,12.93374,-2.38772,True,955.45791
822,Tesla,199.94426,-1.46638,-100.80568,-1.04600,229.89498,-122.90256,EBIT/Wh,-1.49440,1.09729,10.27875,-1.64585,True,949.31847
823,Tesla,199.97675,-1.40063,-97.74457,-1.05770,229.90959,-119.52283,EBIT/Wh,-0.05973,0.02740,9.35740,0.98740,True,951.01147
824,SpaceX,200.97917,1.81766,-100.57597,-1.06035,230.90727,-121.65173,Q3,-0.23952,-0.21998,17.19860,6.30037,True,954.60787
825,Tesla,200.68799,-0.21352,-100.53954,-1.05383,230.62837,-120.59683,Q3,0.81392,0.06871,14.87475,-7.34499,True,953.17019
826,Tesla,199.93455,-0.43807,-100.00409,-1.04615,229.88525,-120.72273,EBIT/Wh,-0.81055,-0.70415,6.08458,-4.17334,True,949.67071
827,TwitterX,200.05249,-0.01504,-100.77097,-1.05016,230.00095,-125.06202,Q3,0.51944,0.29548,15.25981,1.15973,True,949.87696
828,SpaceX,199.50316,-0.12240,-98.75185,-1.04375,229.45424,-118.80212,EBIT/Wh,-0.39824,0.99617,11.14195,-1.22743,True,948.13986
829,Tesla,200.31259,0.96652,-100.32305,-1.04590,230.26372,-120.95840,Q3,-0.33656,2.09795,20.10948,0.42845,True,951.40142
830,TwitterX,201.70309,0.77294,-97.70690,-1.04773,231.65535,-124.61387,Q2,-0.85310,-1.83002,11.45504,2.43213,True,959.66200
831,Tesla,200.78517,-0.65353,-101.85848,-1.04662,230.73657,-119.60506,Q3,0.67985,-1.83776,15.86798,-5.81112,True,952.99659
832,SpaceX,200.80028,-0.63080,-99.97066,-1.05074,230.74141,-120.47252,Q3,0.66291,0.48296,12.65798,5.39537,True,954.01607
833,TwitterX,200.61829,0.56881,-104.03165,-1.05966,230.54530,-123.02712,Q3,2.58726,0.02634,11.46063,-2.42212,True,951.07563
834,Tesla,198.95657,-0.37768,-101.28664,-1.05750,228.88967,-119.18227,AI,1.29974,-2.44432,14.94938,-8.83871,True,944.13953
835,SpaceX,201.21129,-0.13986,-98.82855,-1.05042,231.15335,-122.41882,Q2,0.54010,-0.07018,11.91120,7.54110,True,956.64217
836,Tesla,201.43825,0.16452,-100.42801,-1.04160,231.39756,-122.40036,Q2,-2.15134,2.03193,11.73314,-2.67681,True,956.97724
837,SpaceX,200.73002,-0.02844,-99.99128,-1.05273,230.66973,-122.76690,Q3,0.35585,-0.86944,6.32767,1.44255,True,953.65444
838,TwitterX,201.05122,0.73030,-105.19553,-1.05140,230.99274,-123.58132,Q2,-0.05830,0.36627,10.64960,2.43999,True,952.65836
839,Tesla,202.22276,0.19753,-102.74379,-1.04858,232.17118,-122.93982,Q1,0.87111,-0.23826,12.30632,-2.10970,True,959.74191
840,SpaceX,200.56809,0.38375,-98.63628,-1.05862,230.49379,-123.71965,Q3,1.62598,-0.77236,12.94839,3.27348,True,953.52230
841,SpaceX,200.76984,0.32731,-99.06677,-1.04854,230.71155,-121.33426,Q3,-0.07107,0.46714,8.28530,0.91342,True,954.31584
842,SpaceX,199.68010,-0.46529,-102.27210,-1.04754,229.62665,-119.97090,EBIT/Wh,0.46303,-0.23981,14.78785,-2.21227,True,947.26443
843,Tesla,200.96672,0.64277,-104.66118,-1.04545,230.91926,-119.42394,Q3,-2.47826,0.84648,10.58640,-5.91516,True,952.50301
844,Tesla,201.89434,1.66459,-100.69486,-1.04982,231.83920,-121.84755,Q2,-0.68302,-0.18332,7.17160,-2.50464,True,959.12425
845,TwitterX,199.37085,0.10439,-99.91221,-1.05422,229.30465,-117.64024,EBIT/Wh,-0.45168,-0.33797,11.46782,-3.27879,True,946.89812
846,SpaceX,199.78658,-0.69568,-97.50923,-1.04697,229.73298,-121.17160,EBIT/Wh,0.46412,0.25059,5.73910,2.16744,True,950.17829
847,TwitterX,200.22318,-0.06940,-102.38549,-1.05618,230.15919,-118.89939,Q3,0.33253,2.04720,17.84926,4.08669,True,949.92317
848,SpaceX,198.95085,-0.19932,-99.31213,-1.05247,228.89014,-120.67155,AI,0.71137,0.33942,8.65275,4.11773,True,945.09817
849,SpaceX,200.23911,-0.39672,-99.44919,-1.06287,230.15837,-119.36060,Q3,-0.36652,0.04069,12.07765,3.49710,True,951.47097
850,SpaceX,199.49491,-0.98474,-98.55645,-1.04790,229.43780,-122.28866,EBIT/Wh,-0.14833,-0.24265,9.44264,-4.35891,True,948.19635
851,SpaceX,199.66891,-1.25575,-92.65981,-1.06900,229.57812,-120.59938,EBIT/Wh,-0.52315,1.25804,12.55194,6.98714,True,952.01466
852,SpaceX,199.40001,-0.33585,-98.63283,-1.06877,229.31194,-121.63585,EBIT/Wh,-0.12382,0.08166,10.16115,-2.31334,True,947.68361
853,Tesla,200.93215,-0.05220,-98.75962,-1.04035,230.89321,-120.81736,Q3,0.07057,-0.61546,12.21904,-2.91172,True,955.28092
854,TwitterX,199.38711,0.09524,-96.61753,-1.04879,229.33759,-122.29203,EBIT/Wh,-0.89149,-2.34392,9.11782,-0.81880,True,948.62677
855,TwitterX,200.29646,0.52118,-99.97431,-1.05584,230.23162,-123.74309,Q3,-2.07832,-2.18121,17.11793,-1.62481,True,951.49514
856,TwitterX,199.46575,-0.36796,-100.16374,-1.05051,229.41028,-120.75769,EBIT/Wh,-0.94351,1.00694,10.52413,-2.44896,True,947.24689
857,SpaceX,201.08441,-0.06716,-101.48626,-1.05337,231.01932,-122.40998,Q2,0.57624,0.72007,11.48791,-4.21254,True,954.67893
858,SpaceX,198.61766,0.83198,-98.54173,-1.04685,228.56408,-121.21807,AI,-0.27348,0.44797,8.50959,3.19283,True,943.81741
859,SpaceX,201.57118,-0.91463,-102.51246,-1.05259,231.50728,-121.44469,Q2,0.25810,0.11587,9.47933,2.95722,True,956.59966
860,TwitterX,199.73876,0.47777,-95.55624,-1.05395,229.67899,-121.61876,EBIT/Wh,-0.01469,-0.87913,14.26966,-0.24655,True,950.91566
861,SpaceX,200.60777,0.73257,-101.44826,-1.05677,230.53975,-120.65571,Q3,-0.49805,-0.28594,13.51998,5.37698,True,952.31470
862,Tesla,199.78879,0.27676,-104.50220,-1.05505,229.72588,-120.94772,EBIT/Wh,-2.49140,0.11865,9.00028,3.39214,True,946.69287
863,Tesla,199.71456,-0.46755,-98.97320,-1.05158,229.65801,-121.96844,EBIT/Wh,1.36887,0.18849,9.60334,-1.23309,True,949.08619
864,SpaceX,200.39720,-0.56543,-102.13443,-1.05776,230.32876,-120.59197,Q3,-0.47322,-0.34590,9.58462,3.40572,True,950.91878
865,Tesla,200.20202,0.84788,-99.89282,-1.05243,230.14289,-120.24927,Q3,-0.01713,-0.90088,8.03519,-1.12447,True,951.06368
866,TwitterX,199.75181,0.64570,-98.58843,-1.05680,229.68141,-122.54714,EBIT/Wh,-2.11212,-0.29089,11.04802,-1.98285,True,949.46483
867,Tesla,199.35600,0.01062,-100.89222,-1.04182,229.31401,-120.41260,EBIT/Wh,0.24586,2.52558,11.99723,-3.13940,True,946.33390
868,TwitterX,199.54573,-0.73202,-100.34357,-1.05878,229.47238,-121.53022,EBIT/Wh,0.87505,-1.43025,12.59423,0.97005,True,947.55689
869,Tesla,201.07660,0.75972,-100.45177,-1.05796,231.01013,-122.29781,Q2,-1.65211,1.40775,6.92338,-2.50508,True,955.15711
870,SpaceX,202.49530,0.87936,-100.97511,-1.05618,232.42935,-123.35365,Q1,0.47709,-0.36198,12.27374,-2.05919,True,961.98895
871,Tesla,199.76665,0.01917,-105.73829,-1.05189,229.70894,-122.41075,EBIT/Wh,-0.56498,-0.05532,12.85394,-1.51378,True,945.96413
872,SpaceX,199.88635,1.40022,-97.23665,-1.04361,229.83761,-120.10894,EBIT/Wh,-0.40861,0.70311,8.23337,-1.87503,True,950.81340
873,SpaceX,201.38311,0.43712,-99.46866,-1.06415,231.30399,-120.54916,Q2,0.03083,-0.97387,7.74712,-2.41342,True,957.18122
874,Tesla,197.61723,-0.53108,-99.65587,-1.04579,227.57032,-116.85297,AI,-1.46320,-0.36843,11.04631,-1.65923,True,938.25824
875,SpaceX,199.10067,-0.03216,-103.99156,-1.06907,229.01192,-119.53114,EBIT/Wh,-0.74125,0.62681,11.35651,-1.44411,True,943.50756
876,Tesla,198.69148,-0.25695,-96.74560,-1.05323,228.63243,-120.22607,AI,-1.15535,0.05722,8.93877,-1.54303,True,945.08461
877,SpaceX,199.03790,-0.92218,-95.95023,-1.06059,228.96251,-121.70687,EBIT/Wh,-0.83596,0.88739,11.55010,7.40455,True,947.21437
878,TwitterX,199.11663,0.32017,-96.81010,-1.05292,229.05600,-119.51516,EBIT/Wh,-1.55653,-0.32507,13.93646,0.39413,True,947.17808
879,TwitterX,200.88427,-0.98777,-97.12213,-1.05327,230.82152,-124.06679,Q3,0.21207,0.88400,12.65826,-3.85783,True,955.86031
880,TwitterX,201.42713,-0.75720,-102.95566,-1.05590,231.36617,-120.60736,Q2,-0.68507,1.48415,21.25669,1.71180,True,955.65782
881,SpaceX,199.96649,-0.64222,-102.42576,-1.06109,229.89207,-121.84572,EBIT/Wh,0.31928,-0.98723,5.20537,3.62949,True,948.61959
882,SpaceX,201.16413,0.09285,-102.84428,-1.06690,231.07796,-120.93769,Q2,-0.72589,-0.67950,9.48353,-0.79745,True,954.39850
883,Tesla,201.88262,-0.82848,-102.81728,-1.05066,231.82708,-121.53070,Q2,1.12078,-0.84932,12.60343,-1.73382,True,958.00446
884,SpaceX,199.11890,1.10365,-100.05848,-1.05929,229.04552,-120.39725,EBIT/Wh,-0.09319,-0.40297,14.27387,3.45502,True,945.56528
885,SpaceX,199.20641,0.40310,-100.60918,-1.06141,229.13018,-121.39388,EBIT/Wh,-1.19469,-1.18644,9.44611,0.73306,True,945.72748
886,Tesla,199.14090,0.39099,-96.65691,-1.04378,229.09579,-119.23899,EBIT/Wh,-1.05715,1.13349,11.20676,1.55949,True,947.37605
887,TwitterX,199.61561,-0.26724,-103.46583,-1.05531,229.54753,-119.90782,EBIT/Wh,-1.39137,-0.48442,14.81312,-3.80956,True,946.34513
888,Tesla,200.30095,-0.26415,-99.10194,-1.05626,230.23616,-121.75720,Q3,0.52385,-1.34661,10.53422,-0.11133,True,951.95375
889,SpaceX,201.22312,-1.07990,-101.91442,-1.04717,231.16833,-124.06137,Q2,0.51824,-0.57703,13.22692,1.79580,True,955.15838
890,TwitterX,201.62751,1.27520,-99.71138,-1.05249,231.56595,-120.94175,Q2,-0.04766,0.50148,10.08472,-1.15910,True,958.28184
891,Tesla,200.81332,0.26839,-104.84861,-1.04766,230.76334,-119.57010,Q3,-1.82866,0.03110,12.62979,-4.39333,True,951.64232
892,TwitterX,200.36637,0.17093,-95.81316,-1.05713,230.29942,-120.90511,Q3,-2.54932,-2.78080,9.34293,4.77016,True,953.92526
893,SpaceX,199.55904,-0.26665,-102.40363,-1.06426,229.47909,-121.90387,EBIT/Wh,1.32045,0.97877,12.53881,3.43636,True,946.59339
894,TwitterX,200.53316,0.04339,-99.42086,-1.05664,230.46785,-121.12007,Q3,0.01740,0.73769,10.05400,-0.32028,True,952.95537
895,Tesla,200.84285,-0.18051,-101.81120,-1.04596,230.79479,-122.84191,Q3,-1.33334,0.92469,9.04018,-1.88967,True,953.30866
896,Tesla,200.45928,0.61283,-99.04001,-1.04776,230.40866,-119.29981,Q3,1.78806,-2.40249,12.00308,-0.40971,True,952.77639
897,TwitterX,201.90422,-0.27413,-100.46289,-1.05805,231.83827,-122.72023,Q2,2.44230,0.02490,16.57975,-1.94618,True,959.28965
898,Tesla,200.30524,-0.23247,-97.79487,-1.05904,230.23597,-121.52322,Q3,0.74512,-0.28019,12.24626,1.25694,True,952.62878
899,Tesla,198.81897,-0.42015,-98.45422,-1.05086,228.76254,-119.84762,AI,-1.06080,0.62228,10.07331,1.64993,True,944.86773
900,TwitterX,200.10001,-1.35993,-98.20030,-1.05523,230.03865,-122.17042,Q3,3.33255,1.75185,10.14885,5.77616,True,951.39990
901,SpaceX,200.35801,0.90191,-102.95377,-1.06769,230.27071,-122.11883,Q3,0.32334,-0.52658,14.25435,2.01466,True,950.31315
